fold,date,equal_weight_return,momentum_20d_rank_ic,momentum_20d_top6_return,momentum_20d_top6_excess_eq,timesfm_5d_forecast_rank_ic,timesfm_5d_forecast_top6_return,timesfm_5d_forecast_top6_excess_eq,hybrid_score_rank_ic,hybrid_score_top6_return,hybrid_score_top6_excess_eq
1,2012-02-03,0.010805940628051727,0.03136818687430478,-0.0033407310644785835,-0.01414667169253031,-0.35884315906562847,-0.018941392501195285,-0.02974733312924701,-0.2738598442714127,-0.0009690821170807185,-0.011775022745132445
1,2012-02-10,0.033306403954823795,0.35795328142380417,0.04843827088673905,0.015131866931915254,0.03181312569521691,0.0313869019349416,-0.0019195020198821966,0.2796440489432703,0.054006596406300816,0.02070019245147702
1,2012-02-17,-0.041824521621068304,-0.4420467185761958,-0.0857418080170949,-0.04391728639602659,-0.33348164627363736,-0.07842414577802019,-0.036599624156951886,-0.6347052280311457,-0.08610760172208148,-0.04428308010101318
1,2012-02-27,0.007254395882288608,-0.13637374860956616,0.0036818683147430502,-0.0035725275675455577,0.030923248053392655,0.020073304573694845,0.012818908691406238,-0.0731924360400445,0.009953518708546966,0.0026991228262583577
1,2012-03-05,0.02326217095057168,0.37842046718576194,0.04361443718274432,0.02035226623217264,-0.18264738598442715,0.004654059807459532,-0.018608111143112147,0.11635150166852058,0.04025310277938841,0.016990931828816728
1,2012-03-13,-0.025768621762593553,-0.006006674082313682,-0.020673960447311367,0.005094661315282186,0.11546162402669634,-0.011052439610163367,0.014716182152430186,0.0424916573971079,-0.02752155065536495,-0.0017529288927713958
1,2012-03-20,-0.00431674718856812,0.10344827586206896,-0.0018713076909383335,0.002445439497629786,0.16307007786429364,0.009529471397399883,0.013846218585968004,0.08476084538375972,-0.012007435162862151,-0.007690687974294032
1,2012-03-27,0.03274194598197934,-0.1911012235817575,0.0149415334065755,-0.017800412575403837,-0.18175750834260287,0.017860720554987566,-0.014881225426991773,-0.24716351501668518,0.021303166945775318,-0.011438779036204022
2,2015-07-13,0.015942156314849833,0.41935483870967744,0.0335912505785624,0.01764909426371257,-0.20800889877641823,0.014459361632664966,-0.0014827946821848667,0.20444938820912126,0.02372508247693377,0.007782926162083936
2,2015-07-20,-0.02889146010080972,0.005561735261401557,-0.04258282979329427,-0.013691369692484554,0.09276974416017797,-0.03023672103881833,-0.0013452609380086127,0.22714126807563956,-0.03168111046155293,-0.0027896503607432142
2,2015-07-27,0.022838079929351773,0.059844271412680755,0.04000252485275265,0.017164444923400878,0.07764182424916574,0.04085407654444371,0.018015996615091935,0.24093437152391545,0.041410744190216016,0.018572664260864243
2,2015-08-03,0.005613076686859121,-0.1345939933259177,0.011727134386698366,0.006114057699839246,0.182202447163515,0.02098107337951655,0.01536799669265743,-0.11190211345939934,0.008977621793746901,0.0033645451068877808
2,2015-08-10,-0.00846781134605406,0.24093437152391545,0.003698488076527916,0.012166299422581977,0.05228031145717464,-0.010610838731129932,-0.002143027385075871,0.33392658509454953,0.0009997785091400326,0.009467589855194093
2,2015-08-17,-0.0799843370914459,0.4131256952169076,-0.07248113552729285,0.007503201564153045,-0.44827586206896547,-0.09413900971412655,-0.01415467262268065,-0.028698553948832032,-0.0970116555690765,-0.0170273184776306
2,2015-08-24,0.026307632525761893,-0.4562847608453838,0.012202213207880652,-0.014105419317881241,-0.06340378197997774,0.015461961428324367,-0.010845671097437526,-0.39443826473859844,0.010912319024403884,-0.01539531350135801
2,2015-08-31,-0.05061736702919002,0.16484983314794216,-0.04366309444109593,0.006954272588094092,-0.14972191323692993,-0.05890485644340512,-0.008287489414215095,0.09410456062291435,-0.04332027832667029,0.00729708870251973
3,2018-12-14,0.0009698947270711198,-0.5813125695216907,-0.02266263961791988,-0.023632534344991,0.1906562847608454,0.006775299708048483,0.005805404980977363,-0.28854282536151277,-0.008719195922215735,-0.009689090649286854
3,2018-12-21,0.009343558549880957,0.02202447163515017,0.006581435600916517,-0.0027621229489644397,0.1621802002224694,0.012119919061660751,0.002776360511779794,0.08921023359288098,0.009528905153274534,0.00018534660339357759
3,2018-12-31,-0.01090052525202432,0.013125695216907676,-0.011671662330627419,-0.0007711370786030996,-0.20177975528364847,-0.027566909790039035,-0.016666384538014715,-0.18887652947719688,-0.008549660444259618,0.0023508648077647017
3,2019-01-07,-0.0011636237303415772,0.3984427141268076,-0.000960022211074817,0.0002036015192667601,-0.22091212458286985,-0.016578346490859933,-0.015414722760518355,0.160845383759733,-0.0041256248950957836,-0.0029620011647542065
3,2019-01-14,0.006697044769922886,-0.3721913236929922,-0.027609745661417603,-0.03430679043134049,0.3308120133481646,0.02571364243825273,0.019016597668329846,-0.07274749721913237,-0.017441908518473298,-0.024138953288396183
3,2019-01-21,-0.026173971096674582,0.31657397107897667,-0.0097978313763936,0.016376139720280982,-0.32413793103448274,-0.06026570995648698,-0.0340917388598124,0.060289210233592884,-0.027068108320236168,-0.0008941372235615856
3,2019-01-28,0.028577816486358598,0.4442714126807564,0.05885205666224159,0.03027424017588299,-0.07007786429365963,0.01226979494094845,-0.016308021545410147,0.16262513904338155,0.03031130631764727,0.001733489831288671
3,2019-02-04,-0.008078984419504808,0.11902113459399331,0.006057937939961733,0.014136922359466541,0.21067853170189096,0.0011967321236928165,0.009275716543197626,0.23915461624026696,0.012565344572067231,0.02064432899157204
4,2022-05-18,-0.0129295587539673,0.10077864293659622,-0.017039835453033465,-0.004110276699066164,-0.38509454949944383,-0.051443537076314265,-0.038513978322346966,-0.34060066740823136,-0.057433545589447,-0.0445039867784797
4,2022-05-25,0.0279999494552612,-0.4545050055617353,-0.010331233342488614,-0.038331182797749816,0.32502780867630704,0.04317160447438553,0.015171655019124333,-0.1604004449388209,0.03375802437464392,0.005758074919382718
4,2022-06-01,-0.010787151257197045,-0.09766407119021134,-0.018200367689132652,-0.007413216431935607,0.05628476065538376,-0.021680146454764753,-0.010892995198567708,-0.1439377085650723,-0.013617038726806618,-0.002829887469609573
4,2022-06-08,-0.029138875007629367,-0.07630700778642936,-0.017382015784581484,0.011756859223047884,-0.026918798665183537,-0.027632961670557635,0.0015059133370717327,-0.05939933259176862,-0.03260280688603717,-0.0034639318784078045
4,2022-06-15,-0.029913071791330938,0.010011123470522802,-0.02616548538208002,0.0037475864092509185,0.006006674082313682,-0.05145071943600968,-0.02153764764467874,0.019799777530589546,-0.029153565565745002,0.0007595062255859354
4,2022-06-22,0.035058369239171314,0.0028921023359288096,0.05589381853739417,0.020835449298222855,0.010011123470522802,0.02914892633756,-0.005909442901611314,0.07942157953281423,0.031050423781077054,-0.004007945458094259
4,2022-06-29,0.011454286177953075,-0.02202447163515017,-0.02118979891141257,-0.03264408508936564,0.1804226918798665,-0.008321752150853496,-0.01977603832880657,0.07052280311457175,-0.013777524232864395,-0.02523181041081747
4,2022-07-06,0.00888001720110574,-0.18887652947719688,0.007816851139068602,-0.0010631660620371384,0.17953281423804227,0.0222616096337636,0.013381592432657859,0.030478309232480537,0.005539516607920315,-0.003340500593185425
