exchange,symbol,isin,company,ex_date,record_date,type,ratio_num,ratio_den,cash_amount,face_value_from,face_value_to,raw_subject
NSE,ASIANPAINT,INE021A01018,Asian Paints Limited,2010-06-30,,dividend,,,18.5,,,Annual General Meeting And Dividend Rs.18.50 Per Share
NSE,ASIANPAINT,INE021A01018,Asian Paints Limited,2010-10-29,2010-11-01,dividend,,,8.5,,,Interim Dividend-Rs.8.50 Per Share (Purpose Revised)
NSE,ASIANPAINT,INE021A01018,Asian Paints Limited,2011-06-09,,dividend,,,23.5,,,Annual General Meeting And Dividend Rs.23.50 Per Share
NSE,ASIANPAINT,INE021A01018,Asian Paints Limited,2011-10-25,2011-10-28,dividend,,,9.5,,,Interim Dividend Rs.9.50 Per Share (Purpose Revised)
NSE,ASIANPAINT,INE021A01018,Asian Paints Limited,2012-06-07,,dividend,,,30.5,,,Annual General Meeting And Dividend - Rs.30.50 Per Share
NSE,ASIANPAINT,INE021A01018,Asian Paints Limited,2012-10-29,2012-10-30,dividend,,,9.5,,,Interim Dividend Rs 9.50 Per Share (Purpose Revised)
NSE,ASIANPAINT,INE021A01018,Asian Paints Limited,2013-06-06,,dividend,,,36.5,,,Annual General Meeting / Final Dividend Rs.36.50/- Per Equity Share
NSE,ASIANPAINT,INE021A01018,Asian Paints Limited,2013-07-30,2013-07-31,split,,,,,,Face Value Split Rs 10 To Re 1
NSE,ASIANPAINT,INE021A01018,Asian Paints Limited,2013-10-24,2013-10-26,dividend,,,1.1,,,Interim Dividend - Rs 1.10/- Per Share
NSE,ASIANPAINT,INE021A01018,Asian Paints Limited,2014-06-16,,dividend,,,4.2,,,Annual General Meeting/Dividend Rs 4.20/- Per Share
NSE,ASIANPAINT,INE021A01018,Asian Paints Limited,2014-09-22,2014-09-23,dividend,,,1.8,,,Interim Dividend Rs.1.80 Per Share (Purpose Revised)
NSE,ASIANPAINT,INE021A01018,Asian Paints Limited,2015-06-24,,dividend,,,4.3,,,Annual General Meeting/ Dividend - Rs 4.30/- Per Share
NSE,ASIANPAINT,INE021A01018,Asian Paints Limited,2015-10-28,2015-10-29,dividend,,,2.2,,,Interim Dividend - Rs 2.20/- Per Share (Purpose Revised)
NSE,ASIANPAINT,INE021A01018,Asian Paints Limited,2016-06-16,,dividend,,,5.3,,,Annul General Meeting/ Dividend - Rs 5.30/- Per Share
