exchange,symbol,isin,company,ex_date,record_date,type,ratio_num,ratio_den,cash_amount,face_value_from,face_value_to,raw_subject
NSE,HCLTECH,INE860A01027,HCL Technologies Limited,2020-01-24,2020-01-27,dividend,,,2,,,Interim Dividend - Rs 2 Per Share
NSE,HCLTECH,INE860A01027,HCL Technologies Limited,2020-07-23,2020-07-25,dividend,,,2,,,Interim Dividend - Rs 2 Per Share
NSE,HCLTECH,INE860A01027,HCL Technologies Limited,2020-09-14,,dividend,,,2,,,Dividend - Rs 2 Per Share
NSE,HCLTECH,INE860A01027,HCL Technologies Limited,2020-10-22,2020-10-24,dividend,,,4,,,Interim Dividend - Rs 4 Per Share
NSE,HCLTECH,INE860A01027,HCL Technologies Limited,2021-01-21,2021-01-23,dividend,,,4,,,Interim Dividend - Rs 4 Per Share
NSE,HCLTECH,INE860A01027,HCL Technologies Limited,2021-04-29,2021-05-01,dividend,,,16,,,Interim Dividend - Rs 6 Per Share Special Interim Dividend - Rs 10 Per Share
NSE,HCLTECH,INE860A01027,HCL Technologies Limited,2021-07-27,2021-07-28,dividend,,,6,,,Interim Dividend - Rs 6 Per Share
NSE,HCLTECH,INE860A01027,HCL Technologies Limited,2021-10-21,2021-10-23,dividend,,,10,,,Interm Dividend - Rs 10 Per Share
NSE,HCLTECH,INE860A01027,HCL Technologies Limited,2022-01-20,2022-01-22,dividend,,,10,,,Interim Dividend - Rs 10 Per Share
NSE,HCLTECH,INE860A01027,HCL Technologies Limited,2022-04-28,2022-04-29,dividend,,,18,,,Interim Dividend Rs 18 Per Share
NSE,HCLTECH,INE860A01027,HCL Technologies Limited,2022-07-19,2022-07-20,dividend,,,10,,,Interim Dividend- Rs 10 Per Share
NSE,HCLTECH,INE860A01027,HCL Technologies Limited,2022-10-19,2022-10-20,dividend,,,10,,,Interim Dividend - Rs 10 Per Share
NSE,HCLTECH,INE860A01027,HCL Technologies Limited,2023-01-19,2023-01-20,dividend,,,10,,,Interim Dividend - Rs 10 Per Share
NSE,HCLTECH,INE860A01027,HCL Technologies Limited,2023-04-28,2023-04-28,dividend,,,18,,,Interim Dividend - Rs 18 Per Share
NSE,HCLTECH,INE860A01027,HCL Technologies Limited,2023-07-20,2023-07-20,dividend,,,10,,,Dividend - Rs 10 Per Share
NSE,HCLTECH,INE860A01027,HCL Technologies Limited,2023-10-20,2023-10-20,dividend,,,12,,,Interim Dividend - Rs 12 Per Share
BSE,HCLTECH,INE860A01027,HCL Technologies Ltd,2024-01-19,2024-01-20,dividend,,,12,,,Interim Dividend - Rs. - 12.0000
NSE,HCLTECH,INE860A01027,HCL Technologies Limited,2024-01-19,2024-01-20,dividend,,,12,,,Interim Dividend - Rs 12 Per Share
NSE,HCLTECH,INE860A01027,HCL Technologies Limited,2024-05-07,2024-05-07,dividend,,,18,,,Interim Dividend - Rs 18 Per Share
BSE,HCLTECH,INE860A01027,HCL Technologies Ltd,2024-05-07,2024-05-07,dividend,,,18,,,Interim Dividend - Rs. - 18.0000
NSE,HCLTECH,INE860A01027,HCL Technologies Limited,2024-07-23,2024-07-23,dividend,,,12,,,Interim Dividend - Rs 12 Per Share
BSE,HCLTECH,INE860A01027,HCL Technologies Ltd,2024-07-23,2024-07-23,dividend,,,12,,,Interim Dividend - Rs. - 12.0000
BSE,HCLTECH,INE860A01027,HCL Technologies Ltd,2024-10-22,2024-10-22,dividend,,,12,,,Interim Dividend - Rs. - 12.0000
NSE,HCLTECH,INE860A01027,HCL Technologies Limited,2024-10-22,2024-10-22,dividend,,,12,,,Interim Dividend - Rs 12 Per Share
BSE,HCLTECH,INE860A01027,HCL Technologies Ltd,2025-01-17,2025-01-17,dividend,,,6,,,Special Dividend - Rs. - 6.0000
